No,;Time;Source;Destination;Protocol;Length;Info;;Time 1;Time 2;Delay;;Delay 1;Delay 2;Jitter
473;20.717.618;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=156272 Win=131072 Len=0;;20,717618;20,719433;0,001815;;0,001326;0,000489;-0,000837
474;20.719.433;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=156272 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,719433;20,719922;0,000489;;0,000467;2,20E-05;-0,000445
475;20.719.922;104.118.148.140;192,168,43,84;TCP;2814;443  >  57209 [ACK] Seq=157652 Ack=618 Win=31360 Len=2760 [TCP segment of a reassembled PDU];;20,719922;20,719944;2,20E-05;;-0,000607;0,000629;0,001236
476;20.719.944;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=160412 Win=131072 Len=0;;20,719944;20,720573;0,000629;;0,000608;2,10E-05;-0,000587
477;20.720.573;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=160412 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,720573;20,720594;2,10E-05;;-0,009242;0,009263;0,018505
478;20.720.594;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=161792 Win=131072 Len=0;;20,720594;20,729857;0,009263;;0,0082;0,001063;-0,007137
479;20.729.857;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=161792 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,729857;20,73092;0,001063;;0,000998;6,50E-05;-0,000933
480;20.730.920;104.118.148.140;192,168,43,84;TLSv1,2;6954;Application Data [TCP segment of a reassembled PDU];;20,73092;20,730985;6,50E-05;;-0,003995;0,00406;0,008055
481;20.730.985;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=170072 Win=131072 Len=0;;20,730985;20,735045;0,00406;;0,00343;0,00063;-0,0028
482;20.735.045;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=170072 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,735045;20,735675;0,00063;;0,000596;3,40E-05;-0,000562
483;20.735.675;104.118.148.140;192,168,43,84;TCP;4194;443  >  57209 [PSH, ACK] Seq=171452 Ack=618 Win=31360 Len=4140 [TCP segment of a reassembled PDU];;20,735675;20,735709;3,40E-05;;-0,000663;0,000697;0,00136
484;20.735.709;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=175592 Win=131072 Len=0;;20,735709;20,736406;0,000697;;0,000676;2,10E-05;-0,000655
485;20.736.406;104.118.148.140;192,168,43,84;TLSv1,2;4194;Application Data [TCP segment of a reassembled PDU];;20,736406;20,736427;2,10E-05;;-0,004901;0,004922;0,009823
486;20.736.427;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=179732 Win=131072 Len=0;;20,736427;20,741349;0,004922;;0,004864;5,80E-05;-0,004806
487;20.741.349;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=179732 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,741349;20,741407;5,80E-05;;-0,000381;0,000439;0,00082
488;20.741.407;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=181112 Win=131072 Len=0;;20,741407;20,741846;0,000439;;0,000417;2,20E-05;-0,000395
489;20.741.846;104.118.148.140;192,168,43,84;TCP;2814;443  >  57209 [ACK] Seq=181112 Ack=618 Win=31360 Len=2760 [TCP segment of a reassembled PDU];;20,741846;20,741868;2,20E-05;;-0,004721;0,004743;0,009464
490;20.741.868;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=183872 Win=131072 Len=0;;20,741868;20,746611;0,004743;;0,003528;0,001215;-0,002313
491;20.746.611;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=183872 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,746611;20,747826;0,001215;;0,001185;3,00E-05;-0,001155
492;20.747.826;104.118.148.140;192,168,43,84;TLSv1,2;8334;Application Data [TCP segment of a reassembled PDU];;20,747826;20,747856;3,00E-05;;-0,002912;0,002942;0,005854
493;20.747.856;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=193532 Win=131072 Len=0;;20,747856;20,750798;0,002942;;0,002902;4,00E-05;-0,002862
494;20.750.798;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=193532 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,750798;20,750838;4,00E-05;;-0,001256;0,001296;0,002552
495;20.750.838;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=194912 Win=131072 Len=0;;20,750838;20,752134;0,001296;;0,000786;0,00051;-0,000276
496;20.752.134;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=194912 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,752134;20,752644;0,00051;;0,000482;2,80E-05;-0,000454
497;20.752.644;104.118.148.140;192,168,43,84;TCP;2814;443  >  57209 [ACK] Seq=196292 Ack=618 Win=31360 Len=2760 [TCP segment of a reassembled PDU];;20,752644;20,752672;2,80E-05;;-0,003484;0,003512;0,006996
498;20.752.672;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=199052 Win=131072 Len=0;;20,752672;20,756184;0,003512;;0,003475;3,70E-05;-0,003438
499;20.756.184;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=199052 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,756184;20,756221;3,70E-05;;-0,000351;0,000388;0,000739
500;20.756.221;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=200432 Win=131072 Len=0;;20,756221;20,756609;0,000388;;-0,000753;0,001141;0,001894
501;20.756.609;104.118.148.140;192,168,43,84;TLSv1,2;1434;Application Data [TCP segment of a reassembled PDU];;20,756609;20,75775;0,001141;;0,001117;2,40E-05;-0,001093
502;20.757.750;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=201812 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,75775;20,757774;2,40E-05;;-0,000776;0,0008;0,001576
503;20.757.774;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=203192 Win=131072 Len=0;;20,757774;20,758574;0,0008;;0,000777;2,30E-05;-0,000754
504;20.758.574;104.118.148.140;192,168,43,84;TCP;5574;443  >  57209 [ACK] Seq=203192 Ack=618 Win=31360 Len=5520 [TCP segment of a reassembled PDU];;20,758574;20,758597;2,30E-05;;-0,000404;0,000427;0,000831
505;20.758.597;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=208712 Win=131072 Len=0;;20,758597;20,759024;0,000427;;-0,002343;0,00277;0,005113
506;20.759.024;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=208712 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,759024;20,761794;0,00277;;0,002735;3,50E-05;-0,0027
507;20.761.794;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=210092 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,761794;20,761829;3,50E-05;;-0,001274;0,001309;0,002583
508;20.761.829;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=211472 Win=131072 Len=0;;20,761829;20,763138;0,001309;;0,000661;0,000648;-1,30E-05
509;20.763.138;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=211472 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,763138;20,763786;0,000648;;0,000628;2,00E-05;-0,000608
510;20.763.786;104.118.148.140;192,168,43,84;TCP;4194;443  >  57209 [ACK] Seq=212852 Ack=618 Win=31360 Len=4140 [TCP segment of a reassembled PDU];;20,763786;20,763806;2,00E-05;;-0,004327;0,004347;0,008674
511;20.763.806;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=216992 Win=131072 Len=0;;20,763806;20,768153;0,004347;;0,000161;0,004186;0,004025
512;20.768.153;104.118.148.140;192,168,43,84;TLSv1,2;1434;Application Data [TCP segment of a reassembled PDU];;20,768153;20,772339;0,004186;;0,004143;4,30E-05;-0,0041
513;20.772.339;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=218372 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,772339;20,772382;4,30E-05;;-0,001286;0,001329;0,002615
514;20.772.382;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=219752 Win=131072 Len=0;;20,772382;20,773711;0,001329;;0,000969;0,00036;-0,000609
515;20.773.711;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=219752 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,773711;20,774071;0,00036;;0,000338;2,20E-05;-0,000316
516;20.774.071;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=221132 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,774071;20,774093;2,20E-05;;-0,001207;0,001229;0,002436
517;20.774.093;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=222512 Win=131072 Len=0;;20,774093;20,775322;0,001229;;0,001185;4,40E-05;-0,001141
518;20.775.322;104.118.148.140;192,168,43,84;TCP;6954;443  >  57209 [ACK] Seq=222512 Ack=618 Win=31360 Len=6900 [TCP segment of a reassembled PDU];;20,775322;20,775366;4,40E-05;;-0,000272;0,000316;0,000588
519;20.775.366;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=229412 Win=131072 Len=0;;20,775366;20,775682;0,000316;;0,000301;1,50E-05;-0,000286
520;20.775.682;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=229412 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,775682;20,775697;1,50E-05;;-0,001545;0,00156;0,003105
521;20.775.697;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=230792 Win=131072 Len=0;;20,775697;20,777257;0,00156;;0,001223;0,000337;-0,000886
522;20.777.257;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=230792 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,777257;20,777594;0,000337;;0,000314;2,30E-05;-0,000291
523;20.777.594;104.118.148.140;192,168,43,84;TLSv1,2;1434;Application Data [TCP segment of a reassembled PDU];;20,777594;20,777617;2,30E-05;;-0,000714;0,000737;0,001451
524;20.777.617;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=233552 Win=131072 Len=0;;20,777617;20,778354;0,000737;;-0,000533;0,00127;0,001803
525;20.778.354;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=233552 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,778354;20,779624;0,00127;;0,001241;2,90E-05;-0,001212
526;20.779.624;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=234932 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,779624;20,779653;2,90E-05;;-0,00031;0,000339;0,000649
527;20.779.653;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=236312 Win=131072 Len=0;;20,779653;20,779992;0,000339;;-0,000547;0,000886;0,001433
528;20.779.992;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=236312 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,779992;20,780878;0,000886;;0,000866;2,00E-05;-0,000846
529;20.780.878;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=237692 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,780878;20,780898;2,00E-05;;-0,001269;0,001289;0,002558
530;20.780.898;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=239072 Win=131072 Len=0;;20,780898;20,782187;0,001289;;0,000251;0,001038;0,000787
531;20.782.187;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=239072 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,782187;20,783225;0,001038;;0,001016;2,20E-05;-0,000994
532;20.783.225;104.118.148.140;192,168,43,84;TLSv1,2;1434;Application Data [TCP segment of a reassembled PDU];;20,783225;20,783247;2,20E-05;;-0,000374;0,000396;0,00077
533;20.783.247;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=241832 Win=131072 Len=0;;20,783247;20,783643;0,000396;;-0,000626;0,001022;0,001648
534;20.783.643;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=241832 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,783643;20,784665;0,001022;;0,000982;4,00E-05;-0,000942
535;20.784.665;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=243212 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,784665;20,784705;4,00E-05;;-0,00021;0,00025;0,00046
536;20.784.705;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=244592 Win=131072 Len=0;;20,784705;20,784955;0,00025;;-0,00839;0,00864;0,01703
537;20.784.955;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=244592 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,784955;20,793595;0,00864;;0,008565;7,50E-05;-0,00849
538;20.793.595;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=245972 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,793595;20,79367;7,50E-05;;-0,000376;0,000451;0,000827
539;20.793.670;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=247352 Win=131072 Len=0;;20,79367;20,794121;0,000451;;0,000426;2,50E-05;-0,000401
540;20.794.121;104.118.148.140;192,168,43,84;TCP;2814;443  >  57209 [ACK] Seq=247352 Ack=618 Win=31360 Len=2760 [TCP segment of a reassembled PDU];;20,794121;20,794146;2,50E-05;;-0,002838;0,002863;0,005701
541;20.794.146;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=250112 Win=131072 Len=0;;20,794146;20,797009;0,002863;;0,002827;3,60E-05;-0,002791
542;20.797.009;104.118.148.140;192,168,43,84;TCP;4194;443  >  57209 [ACK] Seq=250112 Ack=618 Win=31360 Len=4140 [TCP segment of a reassembled PDU];;20,797009;20,797045;3,60E-05;;-0,002144;0,00218;0,004324
543;20.797.045;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=254252 Win=131072 Len=0;;20,797045;20,799225;0,00218;;0,002147;3,30E-05;-0,002114
544;20.799.225;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=254252 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,799225;20,799258;3,30E-05;;-0,001162;0,001195;0,002357
545;20.799.258;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=255632 Win=131072 Len=0;;20,799258;20,800453;0,001195;;0,001155;4,00E-05;-0,001115
546;20.800.453;104.118.148.140;192,168,43,84;TLSv1,2;8334;Application Data [TCP segment of a reassembled PDU];;20,800453;20,800493;4,00E-05;;-0,000337;0,000377;0,000714
547;20.800.493;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=263912 Win=131072 Len=0;;20,800493;20,80087;0,000377;;0,000348;2,90E-05;-0,000319
548;20.800.870;104.118.148.140;192,168,43,84;TLSv1,2;2814;Application Data [TCP segment of a reassembled PDU];;20,80087;20,800899;2,90E-05;;-0,001465;0,001494;0,002959
549;20.800.899;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=266672 Win=131072 Len=0;;20,800899;20,802393;0,001494;;0,000945;0,000549;-0,000396
550;20.802.393;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=266672 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,802393;20,802942;0,000549;;0,000529;2,00E-05;-0,000509
551;20.802.942;104.118.148.140;192,168,43,84;TCP;2814;443  >  57209 [ACK] Seq=268052 Ack=618 Win=31360 Len=2760 [TCP segment of a reassembled PDU];;20,802942;20,802962;2,00E-05;;-0,002033;0,002053;0,004086
552;20.802.962;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=270812 Win=131072 Len=0;;20,802962;20,805015;0,002053;;0,002015;3,80E-05;-0,001977
553;20.805.015;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=270812 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,805015;20,805053;3,80E-05;;-0,00032;0,000358;0,000678
554;20.805.053;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=272192 Win=131072 Len=0;;20,805053;20,805411;0,000358;;-0,001787;0,002145;0,003932
555;20.805.411;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=272192 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,805411;20,807556;0,002145;;0,002062;8,30E-05;-0,001979
556;20.807.556;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=273572 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,807556;20,807639;8,30E-05;;-0,000567;0,00065;0,001217
557;20.807.639;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=274952 Win=131072 Len=0;;20,807639;20,808289;0,00065;;0,000601;4,90E-05;-0,000552
558;20.808.289;104.118.148.140;192,168,43,84;TCP;4194;443  >  57209 [ACK] Seq=274952 Ack=618 Win=31360 Len=4140 [TCP segment of a reassembled PDU];;20,808289;20,808338;4,90E-05;;-0,000925;0,000974;0,001899
559;20.808.338;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=279092 Win=131072 Len=0;;20,808338;20,809312;0,000974;;0,000907;6,70E-05;-0,00084
560;20.809.312;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=279092 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,809312;20,809379;6,70E-05;;-0,000389;0,000456;0,000845
561;20.809.379;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=280472 Win=131072 Len=0;;20,809379;20,809835;0,000456;;0,000422;3,40E-05;-0,000388
562;20.809.835;104.118.148.140;192,168,43,84;TLSv1,2;2814;Application Data [TCP segment of a reassembled PDU];;20,809835;20,809869;3,40E-05;;-0,001412;0,001446;0,002858
563;20.809.869;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=283232 Win=131072 Len=0;;20,809869;20,811315;0,001446;;0,001058;0,000388;-0,00067
564;20.811.315;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=283232 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,811315;20,811703;0,000388;;0,000343;4,50E-05;-0,000298
565;20.811.703;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=284612 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,811703;20,811748;4,50E-05;;-0,002063;0,002108;0,004171
566;20.811.748;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=285992 Win=131072 Len=0;;20,811748;20,813856;0,002108;;0,001726;0,000382;-0,001344
567;20.813.856;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=285992 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,813856;20,814238;0,000382;;0,000337;4,50E-05;-0,000292
568;20.814.238;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=287372 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,814238;20,814283;4,50E-05;;-0,005838;0,005883;0,011721
569;20.814.283;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=288752 Win=131072 Len=0;;20,814283;20,820166;0,005883;;0,005148;0,000735;-0,004413
570;20.820.166;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=288752 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,820166;20,820901;0,000735;;0,000681;5,40E-05;-0,000627
571;20.820.901;104.118.148.140;192,168,43,84;TCP;4194;443  >  57209 [ACK] Seq=290132 Ack=618 Win=31360 Len=4140 [TCP segment of a reassembled PDU];;20,820901;20,820955;5,40E-05;;-0,005365;0,005419;0,010784
572;20.820.955;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=294272 Win=131072 Len=0;;20,820955;20,826374;0,005419;;-0,010648;0,016067;0,026715
573;20.826.374;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=294272 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,826374;20,842441;0,016067;;0,01601;5,70E-05;-0,015953
574;20.842.441;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=295652 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,842441;20,842498;5,70E-05;;-0,00189;0,001947;0,003837
575;20.842.498;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=297032 Win=131072 Len=0;;20,842498;20,844445;0,001947;;0,001848;9,90E-05;-0,001749
576;20.844.445;104.118.148.140;192,168,43,84;TLSv1,2;13854;Application Data, Application Data;;20,844445;20,844544;9,90E-05;;-0,005038;0,005137;0,010175
577;20.844.544;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=310832 Win=131072 Len=0;;20,844544;20,849681;0,005137;;0,003186;0,001951;-0,001235
578;20.849.681;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=310832 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,849681;20,851632;0,001951;;0,001878;7,30E-05;-0,001805
579;20.851.632;104.118.148.140;192,168,43,84;TLSv1,2;13854;Application Data [TCP segment of a reassembled PDU];;20,851632;20,851705;7,30E-05;;-0,006377;0,00645;0,012827
580;20.851.705;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=326012 Win=131072 Len=0;;20,851705;20,858155;0,00645;;0,006323;0,000127;-0,006196
581;20.858.155;104.118.148.140;192,168,43,84;TCP;1434;443  >  57209 [ACK] Seq=326012 Ack=618 Win=31360 Len=1380 [TCP segment of a reassembled PDU];;20,858155;20,858282;0,000127;;-0,000936;0,001063;0,001999
582;20.858.282;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=327392 Win=131072 Len=0;;20,858282;20,859345;0,001063;;0,001063;0;-0,001063
583;20.859.345;104.118.148.140;192,168,43,84;TCP;2814;443  >  57209 [ACK] Seq=327392 Ack=618 Win=31360 Len=2760 [TCP segment of a reassembled PDU];;20,859345;20,859345;0;;0;0;0
584;20.859.345;104.118.148.140;192,168,43,84;TLSv1,2;1406;Application Data [TCP segment of a reassembled PDU];;20,859345;20,859345;0;;-6,80E-05;6,80E-05;0,000136
585;20.859.345;104.118.148.140;192,168,43,84;TCP;4194;443  >  57209 [ACK] Seq=331504 Ack=618 Win=31360 Len=4140 [TCP segment of a reassembled PDU];;20,859345;20,859413;6,80E-05;;-0,000584;0,000652;0,001236
586;20.859.413;192,168,43,84;104.118.148.140;TCP;54;57209  >  443 [ACK] Seq=618 Ack=335644 Win=131072 Len=0;;20,859413;20,860065;0,000652;;0,000624;2,80E-05;-0,000596
